student_id,district,street,city,state,zip,phone1,phone2,refer_code,int_date
128699,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
128701,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,21/11/2017
128704,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128706,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128715,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128720,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128721,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,17/03/2017
128722,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,02/04/2017
128725,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,14/11/2016
128727,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128729,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,19/01/2018
128731,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
128732,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,07/05/2018
128733,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,11/01/2017
128736,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,06/07/2016
128737,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,16/10/2018
128739,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,ML,16/03/2016
128740,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,05/05/2017
128743,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128744,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,06/11/2018
128754,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,25/09/2018
128755,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,ML,30/09/2016
128759,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
128766,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
128774,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128777,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128789,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
128793,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128795,Camas,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
128804,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,16/10/2016
128809,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128818,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128819,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128821,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128824,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128825,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128833,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,30/10/2018
128836,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,09/01/2017
128845,Camas,XXX,XXX,XXX,XXX,XXX,XXX,FF,06/06/2018
128847,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,07/11/2018
128850,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128852,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,21/05/2016
128856,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,11/03/2017
128857,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128863,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
128870,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128871,Camas,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
128877,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128881,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,18/11/2016
128882,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128884,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
128886,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128895,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128898,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,14/02/2017
128901,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128902,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128908,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,01/12/2016
128909,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128910,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128925,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,23/02/2017
128931,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128934,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,AD,01/02/2017
128936,Camas,XXX,XXX,XXX,XXX,XXX,XXX,AD,16/04/2016
128938,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128940,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,20/06/2016
128958,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,15/07/2016
128963,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,03/11/2016
128964,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
128972,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
128976,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
128983,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,14/04/2016
129006,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129007,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,01/10/2017
129009,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
129014,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129017,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129020,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,28/11/2016
129024,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,11/10/2017
129029,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129049,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129051,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,24/07/2016
129054,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129060,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,FF,11/06/2018
129073,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,07/04/2017
129076,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,31/01/2016
129086,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
129089,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,AD,01/12/2018
129092,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,18/05/2016
129093,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,04/05/2018
129094,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,20/03/2016
129099,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129101,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,22/09/2018
129105,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
129109,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
129116,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
129122,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
129127,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,14/10/2018
129128,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129130,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129132,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129138,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129150,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129157,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,03/07/2017
129166,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,29/07/2018
129172,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,05/11/2018
129173,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,FF,15/11/2017
129176,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
129183,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,28/11/2016
129187,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,22/10/2016
129188,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129192,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,03/11/2017
129194,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,12/11/2016
129197,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,AD,27/01/2018
129198,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
129213,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,30/04/2017
129215,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,28/01/2017
129216,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129217,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129218,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129222,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129223,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129224,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,FF,14/03/2018
129226,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,25/07/2016
129227,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,14/03/2018
129229,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129232,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129236,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129238,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129239,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129241,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129243,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
129246,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,26/05/2018
129248,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,ML,11/12/2017
129253,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,17/01/2016
129260,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129261,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129265,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,03/04/2017
129268,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,31/08/2017
129271,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,12/04/2017
129274,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,17/07/2018
129275,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129277,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129279,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129280,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129284,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
129289,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
129291,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,24/11/2018
129292,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129298,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129300,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129301,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129302,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129306,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129309,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129311,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129313,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129314,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129316,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129321,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,28/06/2017
129323,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,26/11/2017
129333,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129340,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129347,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,19/12/2016
129363,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,16/10/2018
129367,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129368,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129369,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
129370,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129371,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129372,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
129373,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129376,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129378,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129380,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,29/11/2018
129381,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,09/12/2017
129383,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,16/04/2017
129387,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129390,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,05/03/2017
129401,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129403,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129404,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,09/10/2018
129408,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,ML,04/11/2018
129412,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129413,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,16/09/2018
129415,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129416,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,ML,26/04/2016
129418,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129425,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129427,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,FF,21/07/2017
129429,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129430,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,26/05/2017
129432,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129436,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129440,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,20/07/2018
129446,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,28/07/2016
129447,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,29/06/2018
129448,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,FF,11/06/2017
129453,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,10/05/2016
129457,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129459,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
129460,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,05/12/2016
129461,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129463,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,22/03/2016
129468,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
129470,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,03/10/2016
129484,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129489,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129499,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
129500,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,12/04/2018
129503,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129512,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,01/09/2016
129518,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129522,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,02/03/2016
129536,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,30/05/2016
129538,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129540,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129541,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129542,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,29/05/2016
129543,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129545,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
129547,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129554,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129555,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129558,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129559,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,08/01/2017
129560,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129562,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,30/05/2017
129573,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,24/07/2017
129576,Camas,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
129579,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129587,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129592,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,30/10/2018
129593,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
129597,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129603,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129608,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,24/04/2016
129610,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,27/08/2017
129614,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129620,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,19/12/2017
129621,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129622,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,15/08/2016
129624,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,22/03/2018
129625,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,ML,22/12/2017
129627,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129631,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,31/10/2016
129634,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129636,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,07/06/2017
129640,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,FF,18/01/2016
129649,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,ML,24/09/2017
129650,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,02/12/2017
129655,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129658,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129661,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
129667,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129669,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129672,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
129678,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,08/07/2018
129680,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129682,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,24/06/2016
129686,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129687,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,AD,22/04/2018
129688,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,02/10/2017
129691,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
129697,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,ML,03/04/2018
129699,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
129702,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,13/04/2017
